Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,MAE
MEGNet,megnet_emb,matbench_log_kvrh,2,16,15.61037790139048,2.762953675596404,17.920627883547922,16.24683442902079,15.95747617009917,0.029219369388298246,0.09547019398286657,0.0698293298482894
MEGNet,megnet_emb,matbench_log_kvrh,3,16,15.612646786184438,2.75803257835174,18.007735449590964,16.324470688365757,16.039206050105932,0.005165004139888814,0.010716625922644865,0.0818146988749504
MEGNet,megnet_emb,matbench_log_kvrh,4,16,15.690764868125735,2.758650634751882,17.83345043219547,16.169931260272516,15.957254782135063,0.05364844823598242,0.10143907879055998,0.0757822394371032
MEGNet,megnet_emb,matbench_perovskites,0,16,15.521608602707154,2.758890993913938,11.77723869730097,10.730794581170901,10.476389522463277,-0.02135915602750879,0.11866678288795954,0.0465876758098602
MEGNet,megnet_emb,matbench_perovskites,1,16,15.448496081995106,2.7632053322227974,11.750223289628376,10.775336225657625,10.673985106628084,-0.03390898838144412,0.03460500078053831,0.0460363253951072
MEGNet,megnet_emb,matbench_perovskites,2,16,15.475818103956382,2.7428393444600947,11.764981612566523,10.660611798824196,10.68531776609883,-0.005773887129819333,0.048211338532033444,0.043505847454071
MEGNet,megnet_emb,matbench_perovskites,3,16,15.483045566663684,2.752932787502617,11.96851379544564,10.994221892970485,10.68304690345788,-0.01664429530201342,0.07522801048405779,0.0431813895702362
MEGNet,megnet_emb,matbench_perovskites,4,16,15.437950673625979,2.758724699664877,11.860526282241855,10.819721644251839,10.606719689190749,-0.05306105702713114,-0.03210035645542868,0.0444398149847984
MEGNet,megnet_emb,matbench_mp_gap,0,16,15.53497920817827,2.7621075871941416,17.96048871390948,16.169367234721737,15.96064406578246,0.10212994691930391,0.05439931697638179,0.2588775753974914
MEGNet,megnet_emb,matbench_mp_gap,1,16,15.494560747223545,2.7615114900531936,17.745009442100393,15.994638481195922,16.00635418434384,0.06860236886632826,0.06393695719949506,0.2637265026569366
MEGNet,megnet_emb,matbench_mp_gap,2,16,15.618379671816594,2.7690569647710124,18.034234436570404,16.4483916086972,15.789500440737543,0.048387705072600415,0.010828407338921674,0.2635432779788971
MEGNet,megnet_emb,matbench_mp_gap,3,16,15.487811745710438,2.762574929861527,17.958483888402007,16.0705242867493,15.850007251693034,0.048932648644060606,0.04912604179688733,0.250079482793808
MEGNet,megnet_emb,matbench_mp_gap,4,16,15.326491545917047,2.761354805268703,18.098273023808513,16.045839768240434,15.734014678052082,0.029877506329980156,0.0719718462890542,0.2739230692386627
MEGNet,megnet_emb,matbench_mp_e_form,0,16,15.611830656248271,2.758877871810961,17.905615961417233,15.425868185595903,15.491948820597251,0.14879848628193,0.07525264810112534,0.0372152626514434
MEGNet,megnet_emb,matbench_mp_e_form,1,16,15.490655045153085,2.7649787324322803,18.160885621877878,15.374463742013631,15.393132941855777,0.0766853205887559,0.09249723485939818,0.0395881421864032
MEGNet,megnet_emb,matbench_mp_e_form,2,16,15.50705555056817,2.7641537250968984,18.25912653031906,15.794935015489733,15.462006180519818,0.08027057193959199,0.04178586079814325,0.0374767705798149
MEGNet,megnet_emb,matbench_mp_e_form,3,16,15.467308331361318,2.7614239418765116,18.017254745037803,15.536041613527637,15.638886759882018,0.09394677636220829,0.056621742318226656,0.0405208058655262
MEGNet,megnet_emb,matbench_mp_e_form,4,16,15.55651885445938,2.7635309143866262,17.981620433276124,15.286810774376418,15.31402706110952,0.13503982248286248,0.049554263186181356,0.0339016169309616
MEGNet,megnet_emb,matbench_jdft2d,0,32,29.85981457937549,3.452922791802365,16.162835235376726,15.299805721268497,14.964066757126082,0.016306798547371597,0.036516833514867834,35.92290496826172
MEGNet,megnet_emb,matbench_jdft2d,1,32,30.190962534198704,3.4550549857801043,15.798012548125808,15.049564022044587,14.885189776187353,0.002835937795713483,-0.014895928702938538,57.22069549560547
MEGNet,megnet_emb,matbench_jdft2d,2,32,29.93102356212621,3.442587434512467,15.98398172843322,15.147872654041045,14.969295335699686,0.01894049196620838,-0.030997091952349055,77.21370697021484
MEGNet,megnet_emb,matbench_jdft2d,3,32,30.020771832338408,3.4529651798184724,15.699149641393918,14.835179639338886,14.69693538659993,0.008060675273596935,0.03425579114775181,40.14830780029297
MEGNet,megnet_emb,matbench_jdft2d,4,32,30.148963924745978,3.448171169232635,16.12174320230666,15.31406542666297,15.073998805530604,0.033406502949650155,0.016770148224256425,54.26488876342773
MEGNet,megnet_emb,matbench_phonons,0,32,29.70136595178387,3.4510869785526106,13.207643166510849,12.552815310090029,12.126527733029333,0.027126090277974264,0.02742774753704482,37.96909713745117
MEGNet,megnet_emb,matbench_phonons,1,32,29.647060173225785,3.45389007019887,13.493462594269676,12.833061245369576,12.593553143302401,-0.038619948665910585,-0.019521371619829732,36.47252655029297
MEGNet,megnet_emb,matbench_phonons,2,32,29.67222408026344,3.4506041021931213,13.248171937287472,12.616128358186035,12.271410499662922,-0.013677230525390986,0.015415935153199075,33.81334686279297
